GRG_ID	GeneID	Approved Symbol	Approved Name	Type	Previous Symbols	Synonyms	Gene Family Tag	Gene family description	Chromosome	Accession Numbers	Enzyme IDs	Entrez Gene ID	Pubmed IDs	RefSeq IDs	UniProt ID(supplied by UniProt)	taxonomy ID	taxonomy name
GRG_318	HGNC:3623	FCN1	ficolin (collagen/fibrinogen domain containing) 1	Glycan-binding		FCNM	FIBC	Fibrinogen C domain containing	9q34	D83920		2219	8573080, 8884275	NM_002003	O00602	9606	Homo Sapiens (Human)
GRG_319	HGNC:3624	FCN2	ficolin (collagen/fibrinogen domain containing lectin) 2	Glycan-binding		P35, FCNL, EBP-37, ficolin-2	FIBC	Fibrinogen C domain containing	9q34	D49353		2220	8884275	NM_004108	Q15485	9606	Homo Sapiens (Human)
GRG_320	HGNC:3625	FCN3	ficolin (collagen/fibrinogen domain containing) 3	Glycan-binding		FCNH, HAKA1	FIBC	Fibrinogen C domain containing	1p36.11	D88587		8547	9694814, 10330454		O75636	9606	Homo Sapiens (Human)
GRG_321	HGNC:25012	LGALSL	lectin, galactoside-binding-like	Glycan-binding		HSPC159, GRP			2p14	AF161508		29094	11042152, 16682780	NM_014181	Q3ZCW2	9606	Homo Sapiens (Human)
GRG_322	HGNC:5344	ICAM1	intercellular adhesion molecule 1	Glycan-binding		BB2, CD54	CD, IGD, ENDOLIG	CD molecules, Immunoglobulin superfamily / Immunoglobulin-like domain containing, Endogenous ligands	19p13.3-p13.2			3383	2453850, 3871395		P05362	9606	Homo Sapiens (Human)
GRG_323	HGNC:5345	ICAM2	intercellular adhesion molecule 2	Glycan-binding		CD102	CD, IGD, ENDOLIG	CD molecules, Immunoglobulin superfamily / Immunoglobulin-like domain containing, Endogenous ligands	17q23.3			3384	1769660		P13598	9606	Homo Sapiens (Human)
GRG_324	HGNC:5346	ICAM3	intercellular adhesion molecule 3	Glycan-binding		CDW50, ICAM-R, CD50	CD, IGD	CD molecules, Immunoglobulin superfamily / Immunoglobulin-like domain containing	19p13.3-p13.2			3385	1448174		P32942	9606	Homo Sapiens (Human)
GRG_325	HGNC:18259	ITLN1	intelectin 1 (galactofuranose binding)	Glycan-binding		ITLN, FLJ20022, LFR, HL-1, hIntL			1q21.3	AB036706		55600	11313366, 11181563	NM_017625	Q8WWA0	9606	Homo Sapiens (Human)
GRG_326	HGNC:20599	ITLN2	intelectin 2	Glycan-binding		HL-2	FIBC	Fibrinogen C domain containing	1q22-q23.5	AY065973		142683	11181563	NM_080878	Q8WWU7	9606	Homo Sapiens (Human)
GRG_327	HGNC:29013	CLEC16A	C-type lectin domain family 16, member A	Glycan-binding	KIAA0350	Gop-1	CLEC	C-type lectin domain containing	16p13.13	AB002348		23274	9205841, 17632545	NM_015226	Q2KHT3	9606	Homo Sapiens (Human)
GRG_328	HGNC:6372	KLRAP1	killer cell lectin-like receptor subfamily A pseudogene 1	Glycan-binding	KLRA1	Ly49, LY49L	12p13.2	AF047445		10748	NR_028045	KLR	Killer cell lectin-like receptors		MGI:101906	9606	Homo Sapiens (Human)
GRG_329	HGNC:6373	KLRB1	killer cell lectin-like receptor subfamily B, member 1	Glycan-binding	NKR	CD161, NKR-P1, NKR-P1A, hNKR-P1A, CLEC5B	KLR, CD, CLEC	Killer cell lectin-like receptors, CD molecules, C-type lectin domain containing	12p13	U11276		3820	8077657	NM_002258	Q12918	9606	Homo Sapiens (Human)
GRG_330	HGNC:6374	KLRC1	killer cell lectin-like receptor subfamily C, member 1	Glycan-binding	NKG2	NKG2-A, NKG2-B, CD159a	KLR, CD	Killer cell lectin-like receptors, CD molecules	12p13	U54782		3821	9598306	NM_002259	P26715	9606	Homo Sapiens (Human)
GRG_331	HGNC:6375	KLRC2	killer cell lectin-like receptor subfamily C, member 2	Glycan-binding		NKG2-C, CD159c	KLR, CD	Killer cell lectin-like receptors, CD molecules	12p13	X54869		3822	9598306	NM_002260	P26717	9606	Homo Sapiens (Human)
GRG_332	HGNC:6376	KLRC3	killer cell lectin-like receptor subfamily C, member 3	Glycan-binding		NKG2-E	KLR	Killer cell lectin-like receptors	12p13	L14542		3823	9598306	NM_002261	Q07444	9606	Homo Sapiens (Human)
GRG_333	HGNC:6377	KLRC4	killer cell lectin-like receptor subfamily C, member 4	Glycan-binding		NKG2-F	KLR	Killer cell lectin-like receptors	12p13.2-p12.3	U96846		8302	9598306	NM_013431	O43908	9606	Homo Sapiens (Human)
GRG_334	HGNC:6378	KLRD1	killer cell lectin-like receptor subfamily D, member 1	Glycan-binding	CD94		KLR, CD	Killer cell lectin-like receptors, CD molecules	12p13	U30610		3824	7589107	NM_002262	Q13241	9606	Homo Sapiens (Human)
GRG_335	HGNC:13342	KLRF1	killer cell lectin-like receptor subfamily F, member 1	Glycan-binding		CLEC5C, NKp80	KLR, CLEC	Killer cell lectin-like receptors, C-type lectin domain containing	12p13.31	AF175206		51348	10671213	NM_016523	Q9NZS2	9606	Homo Sapiens (Human)
GRG_336	HGNC:6380	KLRG1	killer cell lectin-like receptor subfamily G, member 1	Glycan-binding		MAFA, 2F1, MAFA-L, CLEC15A	KLR, CLEC	Killer cell lectin-like receptors, C-type lectin domain containing	12p13.31	AF097358		10219	9862378, 9842918, 16461340, 16140789	NM_005810	Q96E93	9606	Homo Sapiens (Human)
GRG_337	HGNC:24778	KLRG2	killer cell lectin-like receptor subfamily G, member 2	Glycan-binding		FLJ44186, CLEC15B	KLR, CLEC	Killer cell lectin-like receptors, C-type lectin domain containing	7q34	AK126174		346689		NM_198508	A4D1S0	9606	Homo Sapiens (Human)
GRG_338	HGNC:18788	KLRK1	killer cell lectin-like receptor subfamily K, member 1	Glycan-binding	D12S2489E	NKG2D, KLR, NKG2-D, CD314	KLR, CD	Killer cell lectin-like receptors, CD molecules	12p13.2-p12.3	AJ001687		22914	9683661, 2007850	NM_007360	P26718	9606	Homo Sapiens (Human)
GRG_339	HGNC:6470	L1CAM	L1 cell adhesion molecule	Glycan-binding	HSAS1, SPG1, HSAS, MASA, MIC5, S10	CD171	CD, ISET, FN3	CD molecules, Immunoglobulin superfamily / I-set domain containing, Fibronectin type III domain containing	Xq28	M74387		3897		NM_024003	P32004	9606	Homo Sapiens (Human)
GRG_340	HGNC:29471	LAYN	layilin	Glycan-binding		FLJ30977, FLJ31092			11q23.1			143903	15913605	NM_178834	Q6UX15	9606	Homo Sapiens (Human)
GRG_341	HGNC:6561	LGALS1	lectin, galactoside-binding, soluble, 1	Glycan-binding		GBP	LGALS, ENDOLIG	Lectins, galactoside-binding, Endogenous ligands	22q13.1			3956	1988031, 12271131	NM_002305	P09382	9606	Homo Sapiens (Human)
GRG_342	HGNC:15788	LGALS12	lectin, galactoside-binding, soluble, 12	Glycan-binding		GRIP1	LGALS	Lectins, galactoside-binding	11q13	AF222695		85329	11283015, 11435439	NM_033101	Q96DT0	9606	Homo Sapiens (Human)
GRG_343	HGNC:15449	LGALS13	lectin, galactoside-binding, soluble, 13	Glycan-binding		PP13, PLAC8	LGALS	Lectins, galactoside-binding	19q13.2	AF117383		29124	6856484, 10527825	NM_013268	Q9UHV8	9606	Homo Sapiens (Human)
GRG_344	HGNC:30054	LGALS14	lectin, galactoside-binding, soluble, 14	Glycan-binding		PPL13, CLC2	LGALS	Lectins, galactoside-binding	19q13.2	AF267852		56891	11997112	NM_020129	Q8TCE9	9606	Homo Sapiens (Human)
GRG_345	HGNC:6562	LGALS2	lectin, galactoside-binding, soluble, 2	Glycan-binding		HL14	LGALS	Lectins, galactoside-binding	22q13.1			3957	1988031, 15356130	NM_006498	P05162	9606	Homo Sapiens (Human)
GRG_346	HGNC:6563	LGALS3	lectin, galactoside-binding, soluble, 3	Glycan-binding	LGALS2	MAC-2, GALIG	LGALS, ENDOLIG	Lectins, galactoside-binding, Endogenous ligands	14q22.3	M64303		3958	2009535, 8063692	NM_002306	P17931	9606	Homo Sapiens (Human)
GRG_347	HGNC:6565	LGALS4	lectin, galactoside-binding, soluble, 4	Glycan-binding		GAL4	LGALS	Lectins, galactoside-binding	19q13.2			3960	8063692	NM_006149	P56470	9606	Homo Sapiens (Human)
GRG_348	HGNC:6568	LGALS7	lectin, galactoside-binding, soluble, 7	Glycan-binding		GAL7, PIG1, TP53I1, LGALS7A	LGALS	Lectins, galactoside-binding	19q13.13	L07769		3963	7534301, 7729568	NM_002307	P47929	9606	Homo Sapiens (Human)
GRG_349	HGNC:6569	LGALS8	lectin, galactoside-binding, soluble, 8	Glycan-binding		PCTA-1	LGALS	Lectins, galactoside-binding	1q43	X91790		3964	7852431, 8692978	NM_006499	O00214	9606	Homo Sapiens (Human)
GRG_350	HGNC:6570	LGALS9	lectin, galactoside-binding, soluble, 9	Glycan-binding		LGALS9A	LGALS	Lectins, galactoside-binding	17q11.2	AB006782		3965	9045665	NM_009587	O00182	9606	Homo Sapiens (Human)
GRG_351	HGNC:6631	LMAN1	lectin, mannose-binding, 1	Glycan-binding	F5F8D	MR60, ERGIC-53, ERGIC53, gp58, MCFD1, FMFD1			18q21.3-q22	X71661		3998	9546392, 8854877	NM_005570	P49257	9606	Homo Sapiens (Human)
GRG_352	HGNC:6632	LMAN1L	lectin, mannose-binding, 1 like	Glycan-binding		ERGL, ERGIC-53L			15q24.1	AF303398		79748	11255007		Q9HAT1	9606	Homo Sapiens (Human)
GRG_353	HGNC:16986	LMAN2	lectin, mannose-binding 2	Glycan-binding	C5orf8	GP36B, VIP36			5q35	U10362		10960	12609988	NM_006816	Q12907	9606	Homo Sapiens (Human)
GRG_354	HGNC:19263	LMAN2L	lectin, mannose-binding 2-like	Glycan-binding		DKFZp564L2423, VIPL			2q11.1	AL136617		81562	12609988	NM_030805	Q9H0V9	9606	Homo Sapiens (Human)
GRG_355	HGNC:6729	LY75	lymphocyte antigen 75	Glycan-binding		DEC-205, CLEC13B, CD205	CD, CLEC	CD molecules, C-type lectin domain containing	2q24	AF011333		4065	9553150		O60449	9606	Homo Sapiens (Human)
GRG_356	HGNC:6752	M6PR	mannose-6-phosphate receptor (cation dependent)	Glycan-binding					12p13.31			4074			P20645	9606	Homo Sapiens (Human)
GRG_357	HGNC:6783	MAG	myelin associated glycoprotein	Glycan-binding	GMA	SIGLEC4A, SIGLEC-4A, S-MAG	SIGLEC, ISET, C2SET, IGD	Sialic acid binding Ig-like lectins, Immunoglobulin superfamily / I-set domain containing, Immunoglobulin superfamily / C2-set domain containing, Immunoglobulin superfamily / Immunoglobulin-like domain containing	19q13.1	M29273		4099	2476987, 8432525	NM_080600	P20916	9606	Homo Sapiens (Human)
GRG_358	HGNC:6922	MBL2	mannose-binding lectin (protein C) 2, soluble	Glycan-binding	MBL	COLEC1	COLEC	Collectins	10q11.2	AF360991		4153	1675710, 1672848	NM_000242	P11226	9606	Homo Sapiens (Human)
GRG_359	HGNC:7228	MRC1	mannose receptor, C type 1	Glycan-binding	MRC1L1	CLEC13D, CD206, bA541I19.1, CLEC13DL	CD, CLEC	CD molecules, C-type lectin domain containing	10p13	J05550		4360	1294118	NM_002438	P22897	9606	Homo Sapiens (Human)
GRG_360	HGNC:16875	MRC2	mannose receptor, C type 2	Glycan-binding		KIAA0709, ENDO180, CLEC13E, CD280	CD, CLEC	CD molecules, C-type lectin domain containing	17q23	AB014609		9902	9734811, 8702911		Q9UBG0	9606	Homo Sapiens (Human)
GRG_361	HGNC:8133	OLR1	oxidized low density lipoprotein (lectin-like) receptor 1	Glycan-binding		LOX-1, SCARE1, CLEC8A	CLEC	C-type lectin domain containing	12p13.1-p12.3	D89050		4973	9763655	NM_002543	P78380	9606	Homo Sapiens (Human)
GRG_362	HGNC:8823	PECAM1	platelet/endothelial cell adhesion molecule 1	Glycan-binding		CD31	CD, IGD	CD molecules, Immunoglobulin superfamily / Immunoglobulin-like domain containing	17q23.3	L34631, M37780		5175	8661055, 1690453	NM_000442	P16284	9606	Homo Sapiens (Human)
GRG_363	HGNC:8904	PGLYRP1	peptidoglycan recognition protein 1	Glycan-binding	TNFSF3L, PGLYRP	TAG7, PGRP, PGRP-S, PGRPS			19q13.2-q13.3	AF076483		8993	9707603, 12669421	NM_005091	O75594	9606	Homo Sapiens (Human)
GRG_364	HGNC:30013	PGLYRP2	peptidoglycan recognition protein 2	Glycan-binding		PGRP-L, PGLYRPL, TAGL-like, tagL, tagL-alpha, tagl-beta, PGRPL			19p13.12	AY358156	3.5.1.28	114770	11461926, 12669421, 14506276	NM_052890	Q96PD5	9606	Homo Sapiens (Human)
GRG_365	HGNC:30014	PGLYRP3	peptidoglycan recognition protein 3	Glycan-binding		PGRPIA, PGLYRPIalpha, PGRP-Ialpha			1q21	AY035376		114771	11461926	NM_052891	Q96LB9	9606	Homo Sapiens (Human)
GRG_366	HGNC:30015	PGLYRP4	peptidoglycan recognition protein 4	Glycan-binding		SBBI67, PGRPIB, PGLYRPIbeta, PGRP-Ibeta			1q21	AF242518		57115	11461926	NM_020393	Q96LB8	9606	Homo Sapiens (Human)
GRG_367	HGNC:10718	SELE	selectin E	Glycan-binding	ELAM1, ELAM	ESEL, CD62E	CD	CD molecules	1q22-q25	M30640		6401	1375831	NM_000450	P16581	9606	Homo Sapiens (Human)
GRG_368	HGNC:10720	SELL	selectin L	Glycan-binding	LYAM1, LNHR	LSEL, LAM1, LAM-1, hLHRc, Leu-8, Lyam-1, PLNHR, CD62L	CD	CD molecules	1q23-q25	M25280		6402	2664786, 1375831	NM_000655	P14151	9606	Homo Sapiens (Human)
GRG_369	HGNC:10721	SELP	selectin P (granule membrane protein 140kDa, antigen CD62)	Glycan-binding	GRMP	CD62, PSEL, PADGEM, GMP140, CD62P	CD	CD molecules	1q22-q25	BC068533		6403	1375831	NM_003005	P16109	9606	Homo Sapiens (Human)
GRG_370	HGNC:11127	SIGLEC1	sialic acid binding Ig-like lectin 1, sialoadhesin	Glycan-binding	SN	SIGLEC-1, CD169, FLJ00051, FLJ00055, FLJ00073, FLJ32150, dJ1009E24.1, sialoadhesin	CD, SIGLEC, VSET, ISET, C2SET, IGD	CD molecules, Sialic acid binding Ig-like lectins, Immunoglobulin superfamily / V-set domain containing, Immunoglobulin superfamily / I-set domain containing, Immunoglobulin superfamily / C2-set domain containing, Immunoglobulin superfamily / Immunoglobulin-like domain containing	20p13	AF230073		6614	8530048	NM_023068	Q9BZZ2	9606	Homo Sapiens (Human)
GRG_371	HGNC:15620	SIGLEC10	sialic acid binding Ig-like lectin 10	Glycan-binding		SIGLEC-10, SLG2, PRO940, MGC126774	SIGLEC, VSET, C2SET, IGD	Sialic acid binding Ig-like lectins, Immunoglobulin superfamily / V-set domain containing, Immunoglobulin superfamily / C2-set domain containing, Immunoglobulin superfamily / Immunoglobulin-like domain containing	19q13.3	AF310233		89790	11284738	NM_033130	Q96LC7	9606	Homo Sapiens (Human)
GRG_372	HGNC:15622	SIGLEC11	sialic acid binding Ig-like lectin 11	Glycan-binding			SIGLEC, VSET, ISET, C2SET, IGD	Sialic acid binding Ig-like lectins, Immunoglobulin superfamily / V-set domain containing, Immunoglobulin superfamily / I-set domain containing, Immunoglobulin superfamily / C2-set domain containing, Immunoglobulin superfamily / Immunoglobulin-like domain containing	19q13.3	AF337818		114132	11986327	NM_052884	Q96RL6	9606	Homo Sapiens (Human)
GRG_373	HGNC:15482	SIGLEC12	sialic acid binding Ig-like lectin 12 (gene/pseudogene)	Glycan-binding	SIGLECL1	SLG, S2V, Siglec-XII, Siglec-12, Siglec-L1	SIGLEC, VSET, ISET, C2SET, IGD	Sialic acid binding Ig-like lectins, Immunoglobulin superfamily / V-set domain containing, Immunoglobulin superfamily / I-set domain containing, Immunoglobulin superfamily / C2-set domain containing, Immunoglobulin superfamily / Immunoglobulin-like domain containing	19q13.41	AF282256		89858	11409877, 11328818, 21555517	NM_053003	Q96PQ1	9606	Homo Sapiens (Human)
GRG_374	HGNC:32926	SIGLEC14	sialic acid binding Ig-like lectin 14	Glycan-binding			SIGLEC, VSET, IGD	Sialic acid binding Ig-like lectins, Immunoglobulin superfamily / V-set domain containing, Immunoglobulin superfamily / Immunoglobulin-like domain containing	19q13.41	AY854038		100049587	17012248	NM_001098612	Q08ET2	9606	Homo Sapiens (Human)
GRG_375	HGNC:10874	SIGLEC5	sialic acid binding Ig-like lectin 5	Glycan-binding	CD33L2	OB-BP2, SIGLEC-5, CD170	SIGLEC, CD, VSET, IGD	Sialic acid binding Ig-like lectins, CD molecules, Immunoglobulin superfamily / V-set domain containing, Immunoglobulin superfamily / Immunoglobulin-like domain containing	19q13.41	U71383		8778	10343116	NM_003830	O15389	9606	Homo Sapiens (Human)
GRG_376	HGNC:10875	SIGLEC6	sialic acid binding Ig-like lectin 6	Glycan-binding	CD33L, CD33L1	OB-BP1, SIGLEC-6, CD327	SIGLEC, CD, VSET, ISET, IGD	Sialic acid binding Ig-like lectins, CD molecules, Immunoglobulin superfamily / V-set domain containing, Immunoglobulin superfamily / I-set domain containing, Immunoglobulin superfamily / Immunoglobulin-like domain containing	19q13.3	D86358		946	9465907	NM_001245	O43699	9606	Homo Sapiens (Human)
GRG_377	HGNC:10876	SIGLEC7	sialic acid binding Ig-like lectin 7	Glycan-binding	SIGLEC19P, SIGLECP2	SIGLEC-7, p75/AIRM1, QA79, CD328	SIGLEC, CD, VSET, IGD	Sialic acid binding Ig-like lectins, CD molecules, Immunoglobulin superfamily / V-set domain containing, Immunoglobulin superfamily / Immunoglobulin-like domain containing	19q13.41	AF170485		27036	10567377	NM_016543	Q9Y286	9606	Homo Sapiens (Human)
GRG_378	HGNC:10877	SIGLEC8	sialic acid binding Ig-like lectin 8	Glycan-binding		SIGLEC-8, SAF2, SIGLEC8L, MGC59785	SIGLEC, VSET, IGD	Sialic acid binding Ig-like lectins, Immunoglobulin superfamily / V-set domain containing, Immunoglobulin superfamily / Immunoglobulin-like domain containing	19q13.33-q13.41	AF195092		27181	10625619	NM_014442	Q9NYZ4	9606	Homo Sapiens (Human)
GRG_379	HGNC:10878	SIGLEC9	sialic acid binding Ig-like lectin 9	Glycan-binding		CD329	SIGLEC, CD, VSET, IGD	Sialic acid binding Ig-like lectins, CD molecules, Immunoglobulin superfamily / V-set domain containing, Immunoglobulin superfamily / Immunoglobulin-like domain containing	19q13.3-q13.4	AF135027		27180	10903842	NM_014441	Q9Y336	9606	Homo Sapiens (Human)
GRG_380	HGNC:12663	VCAM1	vascular cell adhesion molecule 1	Glycan-binding		CD106	CD, ISET, C2SET, IGD, ENDOLIG	CD molecules, Immunoglobulin superfamily / I-set domain containing, Immunoglobulin superfamily / C2-set domain containing, Immunoglobulin superfamily / Immunoglobulin-like domain containing, Endogenous ligands	1p32-p31	M60335		7412		NM_001078	P19320	9606	Homo Sapiens (Human)
GRG_381	HGNC:319	ACAN	aggrecan	Miscellaneous	MSK16, CSPG1, AGC1	CSPGCP	VSET, HYALECTAN	Immunoglobulin superfamily / V-set domain containing, Proteoglycans / Extracellular Matrix : Hyalectans	15q26.1	M55172		176	1985970	NM_001135	P16112	9606	Homo Sapiens (Human)
GRG_382	HGNC:23059	BCAN	brevican	Miscellaneous		BEHAB, MGC13038, CSPG7	VSET, HYALECTAN	Immunoglobulin superfamily / V-set domain containing, Proteoglycans / Extracellular Matrix : Hyalectans	1q31	BC027971		63827	11054543, 11873941	NM_021948	Q96GW7	9606	Homo Sapiens (Human)
GRG_383	HGNC:24338	C1GALT1C1	C1GALT1-specific chaperone 1	Miscellaneous		COSMC, C1GALT2			Xq24	AJ238398		29071	11042152, 12361956	NM_152692	Q96EU7	9606	Homo Sapiens (Human)
GRG_384	HGNC:6545	COG1	component of oligomeric golgi complex 1	Miscellaneous	LDLB	KIAA1381	COG	Components of oligomeric golgi complex	17q25.1			9382	9927668		Q8WTW3	9606	Homo Sapiens (Human)
GRG_385	HGNC:6546	COG2	component of oligomeric golgi complex 2	Miscellaneous	LDLC		COG	Components of oligomeric golgi complex	1q42.2	Z34975		22796	7962052	NM_007357	Q14746	9606	Homo Sapiens (Human)
GRG_386	HGNC:18619	COG3	component of oligomeric golgi complex 3	Miscellaneous		SEC34	COG	Components of oligomeric golgi complex	13q14.11	AF131829		83548	11980916		Q96JB2	9606	Homo Sapiens (Human)
GRG_387	HGNC:18620	COG4	component of oligomeric golgi complex 4	Miscellaneous		COD1, DKFZP586E1519	COG	Components of oligomeric golgi complex	16q22.1	AL050101		25839	11980916		Q9H9E3	9606	Homo Sapiens (Human)
GRG_388	HGNC:14857	COG5	component of oligomeric golgi complex 5	Miscellaneous	GOLTC1	GTC90	COG	Components of oligomeric golgi complex	7q31	AF058718			9792665, 11980916		Q9UP83	9606	Homo Sapiens (Human)
GRG_389	HGNC:18621	COG6	component of oligomeric golgi complex 6	Miscellaneous		COD2, KIAA1134	COG	Components of oligomeric golgi complex	13q13.2	AK026638		57511	11980916		Q9Y2V7	9606	Homo Sapiens (Human)
GRG_390	HGNC:18622	COG7	component of oligomeric golgi complex 7	Miscellaneous			COG	Components of oligomeric golgi complex	16p12.2	AF070568		91949	11980916		P83436	9606	Homo Sapiens (Human)
GRG_391	HGNC:18623	COG8	component of oligomeric golgi complex 8	Miscellaneous		FLJ22315, DOR1	COG	Components of oligomeric golgi complex	16q22.1	AK025968		84342	11980916	NM_032382	Q96MW5	9606	Homo Sapiens (Human)
GRG_392	HGNC:21144	DSE	dermatan sulfate epimerase	Miscellaneous	SART2	DSEPI			6q22	AF098066	5.1.3.19	29940	11920522, 16505484	NM_013352	Q9UL01	9606	Homo Sapiens (Human)
GRG_393	HGNC:18753	FBXO27	F-box protein 27	Miscellaneous		Fbg5, Fbx27	FBXO	F-boxes / other	19q13.2	AF436061		126433	126433		Q8NI29	9606	Homo Sapiens (Human)
GRG_394	HGNC:13585	FBXO6	F-box protein 6	Miscellaneous		FBX6, FBG2, FBS2, Fbx6b	FBXO	F-boxes / other	1p36.22	AF129536		26270	10531035, 10945468	NM_018438	Q9NRD1	9606	Homo Sapiens (Human)
GRG_395	HGNC:17855	GLCE	glucuronic acid epimerase	Miscellaneous		KIAA0836, HSEPI			15q23	AB020643	5.1.3.12	26035	15853773	NM_015554	O94923	9606	Homo Sapiens (Human)
GRG_396	HGNC:7207	MPDU1	mannose-P-dolichol utilization defect 1	Miscellaneous		SL15, Lec35, PQLC5, CDGIf			17p13.1-p12	AF038961		9526	8663248, 9653160, 11733564		O75352	9606	Homo Sapiens (Human)
GRG_397	HGNC:7216	MPI	mannose phosphate isomerase	Miscellaneous					15q24.1		5.3.1.8	4351			P34949	9606	Homo Sapiens (Human)
GRG_398	HGNC:2465	NCAN	neurocan	Miscellaneous	CSPG3		VSET, HYALECTAN, ENDOLIG	Immunoglobulin superfamily / V-set domain containing, Proteoglycans / Extracellular Matrix : Hyalectans, Endogenous ligands	19p12	AF026547		1463	1326557, 21353194	NM_004386	O14594	9606	Homo Sapiens (Human)
GRG_399	HGNC:7680	NDST1	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1	Miscellaneous	HSST	NST1	SULTM	Sulfotransferases, membrane-bound	5q33.1	U18918		3340	7601448, 9230113	NM_001543	P52848	9606	Homo Sapiens (Human)
GRG_400	HGNC:7681	NDST2	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2	Miscellaneous		NST2, HSST2	SULTM	Sulfotransferases, membrane-bound	10q22	U36601		8509	9601056	NM_003635	P52849	9606	Homo Sapiens (Human)
GRG_401	HGNC:7682	NDST3	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3	Miscellaneous		HSST3	SULTM	Sulfotransferases, membrane-bound	4q26	AF074924		9348	9915799	NM_004784	O95803	9606	Homo Sapiens (Human)
GRG_402	HGNC:20779	NDST4	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 4	Miscellaneous			SULTM	Sulfotransferases, membrane-bound	4q26	AB036429		64579	11087757	NM_022569	Q9H3R1	9606	Homo Sapiens (Human)
GRG_403	HGNC:25712	PGAP1	post-GPI attachment to proteins 1	Miscellaneous		FLJ12377, Bst1, SPG67			2q33.1			80055	14734546, 17711852, 24482476	NM_024989	Q75T13	9606	Homo Sapiens (Human)
GRG_404	HGNC:8968	PIGR	polymeric immunoglobulin receptor	Miscellaneous			VSET	Immunoglobulin superfamily / V-set domain containing	1q31-q41			5284		NM_002644	P01833	9606	Homo Sapiens (Human)
GRG_405	HGNC:9114	PMM1	phosphomannomutase 1	Miscellaneous		Sec53			22q13		5.4.2.8	5372	9070917, 9271215	NM_002676	Q92871	9606	Homo Sapiens (Human)
GRG_406	HGNC:9115	PMM2	phosphomannomutase 2	Miscellaneous	CDG1	CDGS, CDG1a, PMI, PMI1			16p13	BC008310	5.3.1.8	5373	9140401	NM_000303	O15305	9606	Homo Sapiens (Human)
GRG_407	HGNC:95	SLC33A1	solute carrier family 33 (acetyl-CoA transporter), member 1	Miscellaneous	ACATN, SPG42	AT-1, AT1	SLC	Solute carriers	3q25.31	D88152		9197	9096318, 19061983	NM_004733	O00400	9606	Homo Sapiens (Human)
GRG_408	HGNC:11021	SLC35A1	solute carrier family 35 (CMP-sialic acid transporter), member A1	Miscellaneous		CMPST, hCST	SLC	Solute carriers	6q15	D87969		10559	9010752, 9644260		P78382	9606	Homo Sapiens (Human)
GRG_409	HGNC:11022	SLC35A2	solute carrier family 35 (UDP-galactose transporter), member A2	Miscellaneous	UGALT	UGAT, UGT, UGT1, UGT2, UGTL	SLC	Solute carriers	Xp11.23-p11.22	D88146		7355	8128316	NM_005660	P78381	9606	Homo Sapiens (Human)
GRG_410	HGNC:11023	SLC35A3	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3	Miscellaneous			SLC	Solute carriers	1p21	AB021981		23443	10393322	NM_012243	Q9Y2D2	9606	Homo Sapiens (Human)
GRG_411	HGNC:20798	SLC35B1	solute carrier family 35, member B1	Miscellaneous		UGTREL1	SLC	Solute carriers	17q21.32	D16978		10237	9010752	NM_005827	P78383	9606	Homo Sapiens (Human)
GRG_412	HGNC:16872	SLC35B2	solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B2	Miscellaneous		UGTrel4	SLC	Solute carriers	6p12.1-p11.21	AK075456		347734			Q8TB61	9606	Homo Sapiens (Human)
GRG_413	HGNC:21601	SLC35B3	solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B3	Miscellaneous	C6orf196	CGI-19, dJ453H5.1, PAPST2	SLC	Solute carriers	6p24.3	AF132953		51000	10810093	NM_015948	Q9H1N7	9606	Homo Sapiens (Human)
GRG_414	HGNC:20584	SLC35B4	solute carrier family 35 (UDP-xylose/UDP-N-acetylglucosamine transporter), member B4	Miscellaneous		FLJ14697, YEA4	SLC	Solute carriers	7q33	AB052892		84912		NM_032826	Q969S0	9606	Homo Sapiens (Human)
GRG_415	HGNC:20197	SLC35C1	solute carrier family 35 (GDP-fucose transporter), member C1	Miscellaneous		FUCT1, FLJ11320	SLC	Solute carriers	11p11.2			55343	11326279, 11326280	NM_018389	Q96A29	9606	Homo Sapiens (Human)
GRG_416	HGNC:20800	SLC35D1	solute carrier family 35 (UDP-GlcA/UDP-GalNAc transporter), member D1	Miscellaneous		UGTREL7, KIAA0260	SLC	Solute carriers	1p32-p31	AB044343		23169	11322953	NM_015139	Q9NTN3	9606	Homo Sapiens (Human)
GRG_417	HGNC:20799	SLC35D2	solute carrier family 35 (UDP-GlcNAc/UDP-glucose transporter), member D2	Miscellaneous		UGTrel8, SQV7L	SLC	Solute carriers	9q22.33	AB122077		11046	15607426		Q76EJ3	9606	Homo Sapiens (Human)
